Rank	sample_id	factor	cell_line	cell_type	tissue	DNase_p_value	ChIP-seq_p_value	H3K27ac_p_value	summary_p_value
6229	62618	KLF17	HEK293	Epithelium	Embryonic Kidney	0.9874146144258086	0.9983490653739143	0.9999990548042208	0.9999971662477436
6230	53078	RBP2	U937	None	Pleura	0.9958899011557636	0.9954121725992934	0.9999990642653689	0.999997194007175
6231	2685	ZNF711	SH-SY5Y	None	Bone Marrow	0.9991387042672902	0.9789224197303018	0.9999990940056046	0.9999972849892493
6232	55337	SUMO2	K562	Erythroblast	Bone Marrow	0.9631556118016291	0.47874951517904285	0.9999991008312485	0.9999973025587716
6233	74843	JMJD6	None	IN528	None	0.9999065939359038	0.5610219938255872	0.999999100128507	0.9999973261468167
6234	56043	GABPA	HepG2	Epithelium	Liver	0.7577733872898997	0.9282769242624593	0.9999991283280115	0.9999973850227949
6235	42800	STAT2	LoVo	None	Colon	0.9937018305583656	0.8881379328653597	0.9999991319386962	0.999997396194285
6236	49225	ERG	VCaP	Epithelium	Prostate	0.9606444079790439	0.9678156238972939	0.9999991365944506	0.9999974099091319
6237	63355	CEBPZ	GM12878	B Lymphocyte	Blood	0.97110192947211	0.4420863115346518	0.999999150937905	0.9999974528870968
6238	55338	SUMO2	K562	Erythroblast	Bone Marrow	0.9919175512786716	0.9688117088893476	0.9999991600992486	0.9999974806271237
6239	49860	GABPA	SK-N-MC	None	Brain	0.9408620524032344	0.9995620451133078	0.9999991614878467	0.9999974893057222
6240	76289	YY1	LCL	Lymphoblastoid	Blood	0.9997506313639344	0.9846147718003666	0.9999991734707513	0.9999975287358849
6241	63973	RUNX1	K562	Erythroblast	Bone Marrow	0.99832013533404	0.9917974052854501	0.9999991910988233	0.9999975747034245
6242	42294	STAG1	GM12878	B Lymphocyte	Blood	0.9912634676158347	0.13889570569690424	0.9999991936566269	0.9999975811799316
6243	36770	ZNF143	FLP143HA	Epithelium	Embryonic Kidney	0.9999422009766062	0.9663269351501332	0.9999991860371817	0.9999975920794111
6244	44588	BRD4	VCaP	Epithelium	Prostate	0.9999953095640723	0.9992826498239422	0.9999990306094786	0.9999975926234519
6245	46069	REST	A549	Epithelium	Lung	0.989762674616201	0.9911130345582374	0.9999992240026041	0.9999976723873774
6246	49614	RARA	MCF-7	Epithelium	Breast	0.9718942538291888	0.7305411868244479	0.9999992313737897	0.999997694189189
6247	1218	GATAD1	HeLa	Epithelium	Cervix	0.9954145457882034	0.4488915524149654	0.9999992319964975	0.9999976963743927
6248	33168	MYC	P493-6	B cell lymphoma	None	0.9973630922139249	0.9786205923904385	0.9999992341527008	0.9999977032073047
6249	45617	E2F4	GM12878	B Lymphocyte	Blood	0.997519647313767	0.7609118807001782	0.999999234183506	0.9999977032655456
6250	75924	E2F1	MM1.S	Multiple myeloma cell	None	0.9972150774738852	0.80206455911806	0.9999992408537302	0.9999977231893905
6251	63362	C11orf30	K562	Erythroblast	Bone Marrow	0.9974192039241406	0.9707927657891777	0.9999992450768332	0.9999977359511099
6252	63675	ELF1	MCF-7	Epithelium	Breast	0.9968527614157053	0.9999591485525096	0.9999992437215011	0.9999977729291738
6253	40225	BRD4	H2171	Epithelium	Lung	0.9962219719288752	0.9998641411791227	0.9999992565100849	0.9999977821041761
6254	65120	ZBTB26	HEK293	Epithelium	Embryonic Kidney	0.9999410581647225	0.9805054981850312	0.9999992594236428	0.999997805921733
6255	74208	BRD2	SF8628	None	Pontine	0.9992385627250439	0.9960707617648064	0.9999992681185723	0.9999978068721959
6256	74546	RUNX2	Saos-2	Osteosarcoma cell	None	0.43115343699222347	0.4508224844643166	0.9999992737210135	0.9999978211611737
6257	5754	POU5F1	H9	Embryonic Stem Cell	Embryo	0.9906031404967303	0.8141312431396597	0.999999295390145	0.9999978863359594
6258	45807	BHLHE40	HepG2	Epithelium	Liver	0.9873632135346175	0.9308487345708505	0.9999993020123749	0.9999979061735162
6259	35775	AR	LNCaP	Epithelium	Prostate	0.6332775540885123	0.3965211902222017	0.9999993094131276	0.9999979282398682
6260	3273	GATA1	None	Proerythroblast	Bone Marrow	0.9972995522979128	0.728640195308141	0.9999993105266611	0.9999979321118551
6261	8654	ERG	VCaP	Epithelium	Prostate	0.9920142177009853	0.997343110367529	0.9999993168503903	0.9999979512531652
6262	32874	FAIRE	MCF7-LTED	Epithelium	Mammary Gland	0.9207748854723254	0.3038049075146526	0.9999993228186241	0.9999979684698151
6263	63737	ZNF654	HEK293	Epithelium	Embryonic Kidney	0.9732005525477727	0.0345874700855129	0.9999993268608812	0.9999979805940997
6264	46261	GABPA	HL-60	Promyeloblast	Blood	0.9605272593066697	0.9950606863037572	0.9999993311870954	0.9999979938667236
6265	1214	ELK4	HeLa-S3	Epithelium	Cervix	0.9912088830184083	0.9877807772407867	0.9999993460156515	0.9999980382977921
6266	70816	SP1	HCT-116	Colon cancer cell	Colon	0.9955337458409966	0.7718060524397947	0.9999993527648917	0.9999980585805301
6267	1313	PHF8	HeLa	Epithelium	Cervix	0.9996339655056495	0.860030702652351	0.9999993525637015	0.9999980611289319
6268	63903	ZXDB	HEK293	Epithelium	Embryonic Kidney	0.9997922883587083	0.9929180209090472	0.9999993582903597	0.9999980809736245
6269	46270	ZBTB33	K562	Erythroblast	Bone Marrow	0.999309105028426	0.6686010573986213	0.9999993625744735	0.9999980894883119
6270	38182	MYC	FB0167P	Fibroblast	None	0.9994058450526442	0.964373629989402	0.9999993639113649	0.9999980938087086
6271	75559	BRD4	None	None	Retina	0.9976595718360903	0.9991198172458011	0.999999373202477	0.9999981214482775
6272	38804	E2F8	LoVo	None	Colon	0.9939968056626978	0.9419603923753148	0.9999993739160298	0.9999981219639635
6273	64895	ZNF143	GM12878	B Lymphocyte	Blood	0.9838978968985638	0.9633368482632205	0.9999993917342008	0.9999981753016115
6274	76709	MGEA5	BJAB	None	None	0.9790913951666746	0.8914645572740223	0.9999993939524953	0.9999981819198633
6275	36101	ESR1	None	Epithelium	Mammary Gland	0.9562980186671075	0.6514492105805266	0.9999993953500356	0.9999981860768212
6276	74673	RUVBL1	HepG2	Epithelium	Liver	0.9986915676427593	0.9567648975256273	0.9999993975658563	0.9999981935543116
6277	77112	ZNF479	293T	None	None	0.8570559460884746	0.5845316145304633	0.9999993988641412	0.9999981966004172
6278	2282	E2F1	MCF-7	Epithelium	Breast	0.9997119866807954	0.8311134955351966	0.9999994111168564	0.9999982369609054
6279	45724	ELK4	HEK293	Epithelium	Embryonic Kidney	0.9995420981715826	0.9988247383184461	0.9999994235653231	0.999998273715812
6280	46032	GATA2	SH-SY5Y	None	Bone Marrow	0.9669873943829693	0.824281624233862	0.999999430053405	0.9999982901945986
6281	8777	HDAC2	K562	Erythroblast	Bone Marrow	0.9996924326600778	0.9887392526706892	0.99999944136967	0.999998327230187
6282	42397	STAG1	GM18526	Lymphoblastoid	Blood	0.9996268256725279	0.28800185041416304	0.9999994546070388	0.9999983662066987
6283	77061	ZNF682	293T	None	None	0.997499643138372	0.9071647746378958	0.9999994562156413	0.9999983690109098
6284	55339	SUMO2	K562	Erythroblast	Bone Marrow	0.9993522307140819	0.9576965295733553	0.9999994564982124	0.9999983708823308
6285	35296	ORC1	HeLa-S3	Epithelium	Cervix	0.9991842877517866	0.9841427680654133	0.9999994639664914	0.9999983930097596
6286	46195	TAF7	H1	Embryonic Stem Cell	Embryo	0.9700329573105959	0.7712446568685007	0.9999994688931938	0.999998406710775
6287	42738	NFYA	LoVo	None	Colon	0.9994890613489554	0.9584973530831679	0.9999994909816661	0.9999984744833837
6288	55130	PPARG	None	None	Adipose	0.9998243323501912	0.9887433436417925	0.9999995014003531	0.9999985085004368
6289	67720	CREB1	LNCaP	Epithelium	Prostate	0.9980429541368827	0.9481593668833238	0.9999995046800261	0.9999985144301332
6290	33609	FAIRE	HepG2	Epithelium	Liver	0.999919368468054	0.9058363186831162	0.9999995022556591	0.9999985159358282
6291	76302	YY1	LCL	Lymphoblastoid	Blood	0.9966709027584377	0.9744600986530894	0.9999995301024607	0.9999985905321956
6292	71041	ZNF143	MCF-7	MCF 7 Cells	None	0.9988793830435634	0.9768713333013302	0.9999995324763613	0.9999985980422703
6293	76856	ZMYND8	HEK293	None	Kidney	0.9992676819907956	0.8263707082736798	0.9999995324889972	0.9999985983651841
6294	62849	HDGF	GM12878	B Lymphocyte	Blood	0.9997060401165689	0.9206495510678315	0.999999534431851	0.9999986055121275
6295	73965	ZNF263	293T	None	None	0.9993632700029118	0.9899716324569694	0.9999995374370964	0.9999986133825558
6296	46182	CREB1	H1	Embryonic Stem Cell	Embryo	0.9875649607535903	0.8717505642516223	0.9999995413725128	0.9999986241729065
6297	64648	ZNF639	K562	Erythroblast	Bone Marrow	0.9757086454530665	0.9957304231700157	0.9999995417351395	0.9999986253788337
6298	64094	CTBP1	MCF-7	Epithelium	Breast	0.9842603647734808	0.6250356294814731	0.9999995447516786	0.9999986342953142
6299	3053	CTCF	None	Epithelium	Pancreatic Islet	0.9992497232535222	0.2505547629059284	0.9999995566845055	0.9999986708370318
6300	42752	BARX1	LoVo	None	Colon	0.9982773930756867	0.8566663366703107	0.9999995592922952	0.9999986782188294
6301	45919	ZMIZ1	K562	Erythroblast	Bone Marrow	0.9945631020446051	0.8628122787443259	0.9999995636417929	0.9999986910343267
6302	8532	VEZF1	HeLa-S3	Epithelium	Cervix	0.9967653850064144	0.880374495054536	0.99999956852705	0.9999987057582322
6303	64255	ZNF610	HEK293	Epithelium	Embryonic Kidney	0.9998523664317867	0.928299725838561	0.9999995767693404	0.9999987339448491
6304	9216	POLR2B	HeLa	Epithelium	Cervix	0.9939768733750279	0.9762465250647467	0.9999995868289536	0.9999987605933891
6305	37175	MYC	H2171	Epithelium	Lung	0.9982061393218852	0.9985856396616227	0.9999995958788631	0.9999987882557941
6306	57277	AR	MDA-MB-453	Epithelium	Mammary Gland	0.966143732491011	0.6993069402428566	0.9999996008839308	0.9999988026669397
6307	45682	MAX	H1	Embryonic Stem Cell	Embryo	0.9981849559681135	0.8017131570711787	0.9999996033538505	0.9999988103235953
6308	62579	TARDBP	K562	Erythroblast	Bone Marrow	0.9999490063333889	0.9974688974498304	0.9999996030752577	0.9999988186067681
6309	53251	FOXM1	HEK293	Epithelium	Embryonic Kidney	0.9999615033849101	0.9912625289823548	0.9999996117898073	0.9999988470473195
6310	46304	HDAC2	K562	Erythroblast	Bone Marrow	0.9987458845303048	0.9880866374489254	0.9999996155670295	0.999998847091682
6311	46171	USF1	H1	Embryonic Stem Cell	Embryo	0.8240576526375639	0.755668614042498	0.9999996209212435	0.9999988627673295
6312	56962	GTF2B	HeLa	Epithelium	Cervix	0.9956475149713052	0.9198133287294425	0.9999996431198724	0.9999989294520542
6313	65111	SP4	HEK293	Epithelium	Embryonic Kidney	0.9998821335953345	0.999055183277048	0.9999996511676701	0.9999989569749922
6314	49243	ETS1	PANC-1	None	Pancreas	0.9978934866108623	0.9964488693456655	0.9999996565139218	0.9999989698093866
6315	64914	BCL3	A549	Epithelium	Lung	0.9833690094198327	0.9319443897214664	0.9999996604233921	0.9999989812959628
6316	45809	BRCA1	HepG2	Epithelium	Liver	0.9999648860355427	0.9851506545492734	0.9999996623074027	0.9999989965948035
6317	35011	FOXM1	MDA-MB-231	Epithelium	Breast	0.9947216223111229	0.9400776599965975	0.999999673685514	0.9999990211223191
6318	44603	ERG	VCaP	Epithelium	Prostate	0.9496170567076299	0.9627538689389722	0.9999996778372168	0.9999990335260998
6319	50977	NR2C2	HeLa	Epithelium	Cervix	0.9939853606158321	0.9901101122590529	0.9999996788013801	0.9999990364868707
6320	36766	ZNF143	HEK293T	Epithelium	Embryonic Kidney	0.9985076033377208	0.9899875288817565	0.9999996841259903	0.9999990526083685
6321	46193	ATF2	H1	Embryonic Stem Cell	Embryo	0.9858427387185117	0.696516699975502	0.9999996897939627	0.9999990694029092
6322	5195	YY1	None	T Lymphocyte	Blood	0.99889639222885	0.9630235080762733	0.9999996945813929	0.9999990840052071
6323	64178	TAF7	K562	Erythroblast	Bone Marrow	0.977333573817022	0.9010432031450696	0.9999996954704868	0.9999990864264341
6324	74666	NRF1	K562	Erythroblast	Bone Marrow	0.9968766559430174	0.9803479881282898	0.9999996976279087	0.9999990929854696
6325	63519	SUZ12	K562	Erythroblast	Bone Marrow	0.9999372545651938	0.8452429908216874	0.9999997021740571	0.9999991107446631
6326	45694	USF2	H1	Embryonic Stem Cell	Embryo	0.9969385018398654	0.8857042000992938	0.9999997038220845	0.9999991115544038
6327	76300	YY1	LCL	Lymphoblastoid	Blood	0.9997195076997263	0.9764116665463328	0.9999997094761283	0.9999991293408856
6328	68490	KAT5	K562	Lymphoblast	None	0.9999977702683005	0.997738819149781	0.9999996682407569	0.9999991337393087
6329	48550	POU5F1	None	iPSC	None	0.9949433255593813	0.18822716322869132	0.9999997133381557	0.9999991400620596
6330	70857	E2F1	U2OS	osteosarcoma	None	0.9988508288569864	0.9951713450420416	0.9999997209591801	0.9999991631291054
6331	46133	ATF3	GM12878	B Lymphocyte	Blood	0.9998414592536801	0.9141062870173559	0.9999997272261424	0.9999991830864808
6332	46176	SP2	H1	Embryonic Stem Cell	Embryo	0.9796709806392802	0.970642418640957	0.9999997300989404	0.9999991903149792
6333	64022	KLF13	K562	Erythroblast	Bone Marrow	0.9792673969653842	0.9885367288818194	0.9999997363506775	0.999999209080259
6334	5969	MYC	Ramos	B Lymphocyte	None	0.9989177540079551	0.9969285719258935	0.9999997413449215	0.9999992242854817
6335	45553	MAX	A549	Epithelium	Lung	0.9997437395933467	0.9339103477870966	0.99999974580042	0.999999238159861
6336	63022	PRPF4	K562	Erythroblast	Bone Marrow	0.9957249996567502	0.2816846684702168	0.999999746927915	0.9999992408281899
6337	48278	CEBPA	GM12878	B Lymphocyte	Blood	0.9477666006922751	0.9931719425228818	0.9999997482865538	0.9999992448910999
6338	53470	KDM1A	SH-SY5Y	None	Bone Marrow	0.9947803798487352	0.8660448315358835	0.9999997503736782	0.9999992511581564
6339	38761	RFX2	LoVo	None	Colon	0.9989696977780484	0.9321738017854101	0.9999997520560151	0.9999992563496825
6340	45627	ESRRA	GM12878	B Lymphocyte	Blood	0.9999779938834767	0.9904281702966204	0.9999997499507856	0.9999992582994579
6341	56264	AR	CWR22Pc	Epithelium	Prostate	0.9975710193215088	0.9903731948123172	0.9999997528790207	0.9999992587314985
6342	46142	SIX5	GM12878	B Lymphocyte	Blood	0.998330740559073	0.991817795963737	0.9999997583377025	0.9999992751394501
6343	65206	ZNF76	HEK293	Epithelium	Embryonic Kidney	0.999998922927145	0.9912770092813755	0.9999996992620764	0.9999992947335045
6344	38739	ELF2	LoVo	None	Colon	0.9998211875026222	0.9940453636196704	0.9999997664222621	0.9999993002083513
6345	46229	ZBTB33	HepG2	Epithelium	Liver	0.9789547161804025	0.7425925559763877	0.9999997673019692	0.999999301914102
6346	64581	CBX1	HepG2	Epithelium	Liver	0.9106217195824042	0.6907019451144845	0.9999997686512208	0.9999993059557557
6347	49416	RB1	IMR90	Fibroblast	Lung	0.9998931163095106	0.7503257252941138	0.9999997688634776	0.9999993080872012
6348	34371	SUMO1	HeLa	Epithelium	Cervix	0.9970314534569842	0.555227123158271	0.9999997699569328	0.9999993099243608
6349	70759	OGT	HEK293	HEK 293 Cell Line	None	0.9992288464925461	0.9970633219928037	0.9999997736798598	0.9999993212910727
6350	46185	GABPA	H1	Embryonic Stem Cell	Embryo	0.9998172446136254	0.989053754067607	0.9999997752139118	0.9999993264839744
6351	58321	MED1	None	None	Prostate	0.9970672588788845	0.9938703703973675	0.9999997762558351	0.9999993288432032
6352	44339	E2F1	LNCaP	Epithelium	Prostate	0.997390107763753	0.8744849696290239	0.999999777146305	0.9999993314971205
6353	36843	TCF7L2	MDA-MB-453	Epithelium	Mammary Gland	0.9999662919934691	0.9458231439919197	0.9999997762004778	0.9999993330323984
6354	63538	ZNF692	HEK293	Epithelium	Embryonic Kidney	0.9745241005317862	0.7881778425596782	0.9999997788484267	0.9999993365516144
6355	49448	EGLN2	T47D	Epithelium	Mammary Gland	0.9938957146571124	0.993759676054229	0.9999997788979972	0.9999993367415092
6356	64798	CREM	HepG2	Epithelium	Liver	0.897643543993037	0.979323984814112	0.9999997822879843	0.9999993468721613
6357	48999	AFF4	HeLa	Epithelium	Cervix	0.9983650589157845	0.997681121565459	0.9999997828282403	0.9999993486322443
6358	53077	RBP2	U937	None	Pleura	0.9898661566344604	0.9130082984343286	0.999999787691733	0.9999993630900537
6359	75561	BRD4	None	None	Retina	0.95340366945776	0.9522479593441876	0.9999997880483058	0.9999993641505901
6360	72913	HDAC2	None	Cardiomyocyte	None	0.9998520699882228	0.9866535736266627	0.9999997973563367	0.9999993929098518
6361	372	HNF4A	Caco-2	Epithelium	Colon	0.9815022995389147	0.7280459124902257	0.9999998029961628	0.9999994089950941
6362	65057	TGIF2	HepG2	Epithelium	Liver	0.9414117067901102	0.6309604192868467	0.9999998033735162	0.9999994101226649
6363	68827	HEXIM1	A375	melanoma	None	0.9953931490361252	0.8566464187688005	0.9999998036239777	0.9999994108977944
6364	72603	HEXIM1	A375	Melanoma Cell	None	0.9953931490361252	0.8566464187688005	0.9999998036239777	0.9999994108977944
6365	74349	OTX2	D-341	None	None	0.9964309309052439	0.9981854902862504	0.9999998050894869	0.9999994153631866
6366	43634	MED1	OCI-Ly1	B cell lymphoma	Bone Marrow	0.9950083700853254	0.901785197371715	0.9999998097656527	0.9999994293197755
6367	50077	ZFX	Daoy	Polygonal	Cerebellum	0.9996209934173441	0.9996590644624594	0.999999814548527	0.9999994442198452
6368	46307	PML	MCF-7	Epithelium	Breast	0.995455571545404	0.9849593736890223	0.9999998192844898	0.9999994578815345
6369	76290	YY1	LCL	Lymphoblastoid	Blood	0.9999293904293676	0.9933979988832926	0.9999998194265666	0.9999994596762732
6370	8792	KDM5B	K562	Erythroblast	Bone Marrow	0.9969007685808768	0.9607588049669908	0.9999998203108577	0.9999994609662801
6371	69868	MED1	MHH-MED-1	Th1	None	0.9995920801915725	0.9946074834293066	0.9999998202926944	0.9999994611334346
6372	50699	GTF2I	None	Fibroblast	None	0.9997906238622936	0.9995532513724709	0.9999998201970486	0.9999994612706048
6373	54633	NCAPG	MCF-7	Epithelium	Breast	0.9999917932435047	0.9307725554147483	0.9999998168356834	0.9999994625046588
6374	67714	CREB1	LNCaP	Epithelium	Prostate	0.9960797937159429	0.9916720072464081	0.9999998211052348	0.9999994633517175
6375	62593	RFX1	K562	Erythroblast	Bone Marrow	0.9985574550972259	0.9545693792851504	0.9999998214382122	0.999999464383027
6376	45911	RCOR1	K562	Erythroblast	Bone Marrow	0.9997649055221636	0.9998364813109664	0.9999998250021668	0.9999994759574138
6377	50150	PR	C4-2	Epithelium	None	0.9997990238807595	0.9694885913641547	0.9999998265858183	0.9999994802089067
6378	52428	MYC	HEK293	Epithelium	Embryonic Kidney	0.9985119497412814	0.9832798221091889	0.9999998267914486	0.9999994804401993
6379	63449	DEAF1	K562	Erythroblast	Bone Marrow	0.9950629648049053	0.9884169625525953	0.9999998273247246	0.9999994820000083
6380	63478	POLR2H	K562	Erythroblast	Bone Marrow	0.9988470134564421	0.9741120314045643	0.9999998320851478	0.9999994963320541
6381	63440	ZNF24	K562	Erythroblast	Bone Marrow	0.9995220520888486	0.9942570029232344	0.9999998328198965	0.9999994986496479
6382	56982	GTF2B	HeLa	Epithelium	Cervix	0.9999117381975222	0.9999015861949397	0.999999833970937	0.9999995036837406
6383	38799	GMEB1	LoVo	None	Colon	0.9989480756556103	0.8918893604815101	0.9999998375916914	0.999999512850989
6384	37584	TBP	ME-1	Leukemia Cell	None	0.9843714762248937	0.9157728967344229	0.9999998392924346	0.9999995178831558
6385	44606	ERG	VCaP	Epithelium	Prostate	0.9466847534145661	0.9938474953592632	0.999999840059187	0.9999995201914584
6386	76529	MBTD1	K562	Lymphoblast	None	0.999788334255009	0.9998064328268121	0.9999998401130489	0.9999995210964736
6387	46230	CEBPD	HepG2	Epithelium	Liver	0.9338153010561981	0.9876014510817821	0.9999998431041045	0.9999995293193663
6388	63383	USF2	K562	Erythroblast	Bone Marrow	0.9906332731261583	0.992055480399765	0.9999998475117223	0.9999995425513906
6389	56958	GTF2B	HeLa	Epithelium	Cervix	0.9996961406428826	0.9917802439354236	0.9999998481002907	0.9999995445369738
6390	51839	MRE11A	LNCaP	Epithelium	Prostate	0.998389597694104	0.8040596888387302	0.9999998485298632	0.9999995456326315
6391	45414	HDAC2	K562	Erythroblast	Bone Marrow	0.9839361592578101	0.8568795218698404	0.9999998486915039	0.9999995460792308
6392	74664	NRF1	K562	Erythroblast	Bone Marrow	0.9988193830954545	0.9890326971653883	0.9999998497778837	0.9999995493971552
6393	38773	NFAT5	LoVo	None	Colon	0.9994974327854808	0.982841959251081	0.9999998523250804	0.9999995571091886
6394	74315	MLLT1	MV4;11	Acute myeloid leukemia	None	0.9843717533078763	0.7199020981064166	0.9999998539086189	0.9999995617301165
6395	54517	MYC	MCF-10A	Epithelium	Breast	0.9987758068710586	0.7494357609607972	0.9999998543725762	0.9999995631698919
6396	77120	ZNF441	293T	None	None	0.9975810731457933	0.8691445300134876	0.9999998582723835	0.9999995748424946
6397	1215	ELK4	HeLa-S3	Epithelium	Cervix	0.9998086433283655	0.999732874902849	0.9999998610187637	0.9999995835753974
6398	37934	ETS1	None	Endothelial Cell	Umbilical Vein	0.9819865925828772	0.9907834611906076	0.9999998641237625	0.9999995923803666
6399	34353	SUMO1	HeLa	Epithelium	Cervix	0.9544163464740166	0.20793461075507425	0.9999998652822428	0.9999995958476913
6400	37334	CREB1	A549	Epithelium	Lung	0.9996675104095779	0.9926249484256159	0.999999865575924	0.9999995968980904
6401	43065	BRD4	HEK293T	Epithelium	Embryonic Kidney	0.9999690097565374	0.9993970060256662	0.9999998693170514	0.999999609681681
6402	1873	RB1	IMR90	Fibroblast	Lung	0.9999668138097727	0.5755311455115629	0.9999998697718246	0.9999996108426311
6403	70860	E2F1	hTERT-RPE1	Epithelium	None	0.9994818657678854	0.8257737471196092	0.9999998721620593	0.9999996165810305
6404	36228	XRN2	HEK293	Epithelium	Embryonic Kidney	0.9914563785734006	0.9879687115351247	0.9999998723493982	0.9999996170579759
6405	46319	EGR1	MCF-7	Epithelium	Breast	0.9987263145650946	0.9724828638896004	0.9999998775486569	0.9999996326829147
6406	63322	ELK1	K562	Erythroblast	Bone Marrow	0.9884132879984087	0.9966212558104418	0.9999998800067353	0.9999996400367154
6407	1212	E2F1	HeLa	Epithelium	Cervix	0.991614360954619	0.982925235969981	0.9999998806135877	0.9999996418483627
6408	70119	ASCL1	NCI-H82	None	None	0.9933973926432309	0.9682323741267714	0.9999998814301027	0.9999996442980179
6409	46096	REST	ECC-1	Epithelium	Endometrium	0.9985066771618883	0.8286774468583369	0.9999998814977539	0.9999996445216918
6410	49226	ERG	VCaP	Epithelium	Prostate	0.9988129814143146	0.9999179241794967	0.999999882644712	0.9999996484715192
6411	67683	ZBTB7A	None	Proerythroblast	None	0.9948704430917712	0.9594302955634701	0.9999998870389731	0.9999996611253196
6412	54632	NCAPG	MCF-7	Epithelium	Breast	0.9981849146870073	0.9543315543085515	0.9999998874933906	0.9999996625019169
6413	45920	HMGN3	K562	Erythroblast	Bone Marrow	0.9487460177296383	0.9342854694845509	0.9999998899995763	0.9999996699999755
6414	278	SMAD3	BG03	Embryonic Stem Cell	Embryo	0.9962161893461938	0.9674036000765477	0.9999998902829597	0.9999996708595262
6415	74671	ZNF639	K562	Erythroblast	Bone Marrow	0.9941230864989795	0.8756817005223554	0.9999998919518256	0.9999996758617026
6416	1333	RELA	HeLa	Epithelium	Cervix	0.9987453287820288	0.8881934529087627	0.9999998925166395	0.999999677577836
6417	65156	ZSCAN22	HEK293	Epithelium	Embryonic Kidney	0.9975571076059759	0.9918900815420068	0.9999998932149896	0.9999996796631883
6418	76305	YY1	LCL	Lymphoblastoid	Blood	0.9987351580367619	0.9803119481032017	0.9999998943537697	0.9999996830894772
6419	392	NOTCH1	CUTLL1	T Lymphocyte	Blood	0.9983198444356305	0.9650027499389636	0.9999998947513937	0.9999996842749043
6420	55350	SUMO2	VCaP	Epithelium	Prostate	0.9914900409988845	0.7040942609784527	0.9999998954063843	0.9999996862230855
6421	58843	XRN2	HEK293	Epithelium	Embryonic Kidney	0.9979924030245981	0.9895902665117595	0.9999998984243458	0.9999996952914261
6422	63321	ELK1	K562	Erythroblast	Bone Marrow	0.9975884361738898	0.998903113951762	0.9999998987878168	0.9999996964042052
6423	64381	SUZ12	GM12878	B Lymphocyte	Blood	0.999986669113896	0.9709270056810956	0.9999998986328451	0.9999996981944932
6424	50108	CHRM2	U937	None	Pleura	0.991890795551061	0.9874984180313137	0.999999900095968	0.9999997002939891
6425	77259	WDHD1	MCF-7	None	None	0.9991664613959378	0.907043709218423	0.9999999019148957	0.9999997057796104
6426	53337	NELFE	H9	Embryonic Stem Cell	Embryo	0.9985237407698291	0.9688703961025193	0.9999999021294679	0.9999997064087875
6427	49861	ELF1	SK-N-MC	None	Brain	0.9993566081235566	0.9963529620281729	0.999999902752189	0.9999997083084331
6428	64091	KLF8	HEK293	Epithelium	Embryonic Kidney	0.9999661477527743	0.9961212685804091	0.9999999032656586	0.999999710631077
6429	62632	ZNF76	HEK293	Epithelium	Embryonic Kidney	0.9998764712343099	0.9952752406696513	0.9999999044074626	0.9999997134499312
6430	76859	IRAK1	HEK293	Epithelium	Embryonic Kidney	0.9998897727188101	0.9410073954509659	0.9999999047632984	0.9999997145369914
6431	67457	E2F1	None	Mesenchymal Stem Cell	Umbilical Cord	0.9735730453318964	0.7407682326928972	0.9999999055047956	0.9999997165154774
6432	50107	CHRM2	U937	None	Pleura	0.9984430836341903	0.9004604284907942	0.9999999063621013	0.9999997191034535
6433	63824	ETS1	None	iPSC	None	0.8667992043973429	0.9880368543947083	0.9999999069265235	0.9999997207819253
6434	45935	TBL1XR1	K562	Erythroblast	Bone Marrow	0.9999990815528295	0.9996298494844896	0.9999999011854145	0.999999732416637
6435	44563	EMX1	293FT	None	Embryonic Kidney	0.9998943065594518	0.9989758562192453	0.9999999138292783	0.9999997417201391
6436	51611	THAP11	HUES64	Embryonic Stem Cell	Embryo	0.9991673994760044	0.994416120085707	0.9999999146711276	0.9999997440435253
6437	65071	KLF12	HEK293	Epithelium	Embryonic Kidney	0.9999721764613774	0.9997973545675163	0.9999999159460862	0.9999997487016561
6438	9210	ZNF143	HeLa	Epithelium	Cervix	0.9999823633348094	0.9831217311753059	0.999999916565653	0.9999997508767249
6439	62590	GABPA	MCF-7	Epithelium	Breast	0.9994299672589292	0.9998015297531676	0.9999999171317789	0.9999997515351997
6440	38716	YY1	LoVo	None	Colon	0.999509190780054	0.9974496919988876	0.9999999195894598	0.9999997588154974
6441	70809	MYC	HCT-116	Colon cancer cell	Colon	0.9999286798687862	0.9974345006609111	0.9999999213207085	0.9999997642294542
6442	62638	RNF2	K562	Erythroblast	Bone Marrow	0.999768225285173	0.9950286223619383	0.9999999220407879	0.9999997662046685
6443	4403	KAT8	None	T Lymphocyte	Blood	0.9981512039046314	0.9628642097049765	0.9999999228886687	0.9999997686761324
6444	8105	MYC	HepG2	Epithelium	Liver	0.9980705828923614	0.994581013449086	0.999999923883959	0.9999997716640916
6445	45823	RFX5	HepG2	Epithelium	Liver	0.9993615091262993	0.9766321065149547	0.9999999242371893	0.99999977273927
6446	56042	GABPA	HepG2	Epithelium	Liver	0.9702637834419361	0.9902077784154252	0.9999999245306328	0.9999997735942157
6447	45609	IRF3	GM12878	B Lymphocyte	Blood	0.9970325291034425	0.8841700010084781	0.9999999253721585	0.9999997761222434
