"TF_Name","MORA","HOMER","AME","PSCAN","BART2","LISA2","Num_Yes","Conf_lvl_ranks"
"ZNF793",1,0,0,0,0,0,1,4
"ZNF8",0,0,1,0,0,0,1,4
"ZNF805",0,0,1,0,0,0,1,4
"ZNF823",0,0,1,0,0,0,1,4
"ZNF84",0,0,1,0,0,0,1,4
"ZNF846",0,0,1,0,0,0,1,4
"ZNF860",0,0,1,0,0,0,1,4
"ZNF879",0,0,1,0,0,0,1,4
"ZNF880",0,0,1,0,0,0,1,4
"ZNF891",0,0,1,0,0,0,1,4
"ZNF90",0,0,1,0,0,0,1,4
"ZNF98",0,0,1,0,0,0,1,4
"ZSCAN1",0,0,1,0,0,0,1,4
"ZSCAN16",0,0,1,0,0,0,1,4
"ZSCAN30",0,0,1,0,0,0,1,4
"ZSCAN5",1,0,0,0,0,0,1,4
